,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,RainfallTomorrow,Month
1065,2011-12-01,Albury,7.2,22.9,2.8,3.0,10.0,WSW,31.0,SE,WSW,7.0,11.0,55.0,32.0,1021.7,1019.7,1.0,3.0,13.8,20.8,Yes,No,0.0,12
1066,2011-12-02,Albury,10.6,23.6,0.0,5.2,7.4,SE,39.0,SE,NW,20.0,6.0,49.0,38.0,1022.5,1018.7,4.0,4.0,15.6,22.7,No,No,0.0,12
1067,2011-12-03,Albury,10.2,27.1,0.0,4.8,13.2,W,24.0,NNE,WNW,9.0,7.0,53.0,34.0,1019.2,1014.8,1.0,3.0,18.0,25.3,No,No,0.0,12
1068,2011-12-04,Albury,9.7,22.9,0.0,6.0,10.3,SE,48.0,SSE,SE,28.0,15.0,50.0,35.0,1015.8,1014.8,5.0,1.0,16.9,21.4,No,No,0.0,12
1069,2011-12-05,Albury,9.6,22.5,0.0,7.6,9.8,ESE,43.0,SE,SE,24.0,20.0,46.0,35.0,1021.3,1017.0,1.0,7.0,15.2,21.6,No,No,0.0,12
1070,2011-12-06,Albury,8.5,25.0,0.0,5.8,7.7,NW,43.0,E,S,11.0,9.0,54.0,36.0,1018.9,1014.4,7.0,7.0,16.4,22.6,No,No,0.0,12
1071,2011-12-07,Albury,12.6,26.6,0.0,4.0,11.6,W,28.0,NNE,SSW,17.0,13.0,49.0,38.0,1014.9,1010.4,5.0,6.0,18.3,25.2,No,No,0.0,12
1072,2011-12-08,Albury,15.0,29.0,0.0,5.0,8.6,SSE,46.0,ESE,NE,9.0,6.0,62.0,37.0,1012.6,1009.5,7.0,6.0,20.8,27.7,No,No,0.0,12
1073,2011-12-09,Albury,13.6,29.1,0.0,4.0,10.9,ENE,33.0,SE,ENE,11.0,13.0,62.0,32.0,1012.6,1009.3,3.0,7.0,20.7,28.4,No,No,0.0,12
1074,2011-12-10,Albury,17.8,25.1,0.0,6.0,10.4,N,37.0,SSE,ESE,7.0,9.0,72.0,58.0,1009.7,1005.8,8.0,8.0,20.1,24.3,No,Yes,12.2,12
1075,2011-12-11,Albury,15.8,28.3,12.2,5.8,3.2,W,37.0,SSE,SW,9.0,19.0,94.0,55.0,1004.3,1000.7,7.0,6.0,18.3,25.6,Yes,No,0.0,12
1076,2011-12-12,Albury,10.9,26.7,0.0,5.4,6.4,W,35.0,E,W,2.0,11.0,63.0,43.0,1006.5,1004.4,7.0,2.0,18.3,25.6,No,No,0.0,12
1077,2011-12-13,Albury,12.6,24.6,0.0,3.8,7.9,SE,43.0,S,SSW,15.0,13.0,49.0,36.0,1009.1,1008.1,6.0,2.0,19.0,24.5,No,No,0.0,12
1078,2011-12-14,Albury,11.0,25.0,0.0,6.4,8.6,S,28.0,SSE,SE,19.0,13.0,51.0,36.0,1015.2,1013.4,4.0,8.0,17.2,23.6,No,No,0.0,12
1079,2011-12-15,Albury,11.7,27.7,0.0,5.2,7.9,SE,22.0,SE,SSE,11.0,9.0,54.0,35.0,1017.3,1014.3,5.0,1.0,19.4,26.1,No,No,0.0,12
1080,2011-12-16,Albury,14.2,28.9,0.0,11.6,11.2,SE,35.0,ESE,ENE,7.0,11.0,67.0,43.0,1018.6,1015.6,4.0,8.0,20.0,27.5,No,No,0.0,12
1081,2011-12-17,Albury,14.0,30.7,0.0,7.6,10.2,SE,30.0,SSE,N,11.0,11.0,67.0,35.0,1019.8,1015.4,5.0,1.0,21.2,28.9,No,No,0.0,12
1082,2011-12-18,Albury,19.3,25.6,0.0,9.6,0.3,NNE,43.0,NE,NE,17.0,28.0,43.0,50.0,1014.2,1010.4,2.0,8.0,22.6,23.6,No,Yes,3.6,12
1083,2011-12-19,Albury,18.7,27.8,3.6,14.6,1.8,NNE,44.0,N,WNW,15.0,19.0,84.0,47.0,1007.2,1005.3,8.0,7.0,20.7,25.9,Yes,No,0.0,12
1084,2011-12-20,Albury,13.4,29.9,0.0,5.2,6.9,SE,24.0,SE,ENE,13.0,7.0,60.0,37.0,1012.7,1011.3,7.0,7.0,20.9,28.6,No,No,0.0,12
1085,2011-12-21,Albury,18.6,28.5,0.0,6.2,4.8,ENE,39.0,SE,E,13.0,13.0,56.0,47.0,1015.3,1013.1,8.0,1.0,21.7,26.0,No,No,0.6,12
1086,2011-12-22,Albury,16.4,29.6,0.6,8.4,11.5,ESE,30.0,SE,SE,13.0,9.0,63.0,42.0,1015.9,1012.3,8.0,1.0,20.9,28.0,No,No,0.0,12
1087,2011-12-23,Albury,15.2,31.3,0.0,6.0,9.8,S,44.0,SSE,SE,7.0,6.0,72.0,33.0,1014.2,1010.9,1.0,3.0,21.2,29.5,No,No,0.0,12
1088,2011-12-24,Albury,16.0,33.1,0.0,7.0,8.8,SE,54.0,SE,SSE,2.0,13.0,58.0,34.0,1013.3,1009.6,3.0,3.0,23.8,32.1,No,Yes,5.2,12
1089,2011-12-25,Albury,17.4,26.6,5.2,5.6,5.3,SW,52.0,SE,N,9.0,9.0,68.0,93.0,1009.8,1007.9,7.0,7.0,22.1,20.3,Yes,Yes,9.0,12
1090,2011-12-26,Albury,17.0,29.4,9.0,12.8,4.1,SE,48.0,NE,SW,6.0,24.0,81.0,48.0,1005.6,1002.6,7.0,8.0,21.2,28.2,Yes,No,0.0,12
1091,2011-12-27,Albury,15.0,29.0,0.0,4.6,11.7,SW,26.0,SSE,ENE,9.0,6.0,69.0,45.0,1009.9,1008.0,4.0,2.0,19.9,26.5,No,No,0.0,12
1092,2011-12-28,Albury,15.2,29.4,0.0,5.0,12.6,WNW,26.0,SE,WSW,15.0,13.0,50.0,40.0,1012.7,1010.2,7.0,1.0,20.0,26.6,No,No,0.0,12
1093,2011-12-29,Albury,13.8,29.7,0.0,8.0,12.2,SSE,22.0,SSE,SSE,11.0,11.0,49.0,28.0,1014.5,1012.5,7.0,6.0,20.8,27.9,No,No,0.0,12
1094,2011-12-30,Albury,15.0,30.4,0.0,5.2,11.2,SSE,22.0,SE,SSE,13.0,11.0,50.0,33.0,1018.1,1015.9,7.0,1.0,20.9,28.4,No,No,0.0,12
1095,2011-12-31,Albury,15.8,31.8,0.0,7.4,13.7,WSW,31.0,E,W,6.0,24.0,54.0,36.0,1019.8,1015.9,0.0,2.0,22.6,29.3,No,No,0.0,12
1096,2012-01-01,Albury,15.7,34.9,0.0,10.6,13.7,SSW,30.0,SSE,SSW,6.0,7.0,61.0,27.0,1016.5,1013.2,1.0,2.0,24.2,33.4,No,No,0.0,1
1097,2012-01-02,Albury,17.8,36.0,0.0,5.8,12.7,SSW,24.0,ESE,S,9.0,15.0,57.0,30.0,1016.5,1012.9,7.0,7.0,25.5,35.0,No,No,0.0,1
1098,2012-01-03,Albury,19.7,38.9,0.0,16.2,5.4,NW,43.0,SE,W,7.0,15.0,55.0,21.0,1015.7,1011.8,7.0,7.0,26.5,38.8,No,No,0.0,1
1099,2012-01-04,Albury,20.5,32.5,0.0,7.8,9.7,W,35.0,W,W,7.0,9.0,60.0,41.0,1012.2,1011.7,7.0,1.0,24.5,30.4,No,No,0.4,1
1100,2012-01-05,Albury,13.3,30.6,0.4,8.2,9.5,W,35.0,SE,SW,6.0,17.0,59.0,23.0,1014.9,1011.6,7.0,5.0,20.9,29.2,No,No,0.0,1
1101,2012-01-06,Albury,12.6,29.2,0.0,6.6,10.8,SSE,31.0,SE,SSW,20.0,13.0,43.0,21.0,1015.0,1012.3,6.0,4.0,18.9,26.8,No,No,0.0,1
1102,2012-01-07,Albury,11.7,33.4,0.0,9.0,5.9,NNE,31.0,ENE,NE,15.0,9.0,47.0,19.0,1011.7,1007.5,5.0,7.0,21.6,30.7,No,Yes,5.6,1
1103,2012-01-08,Albury,19.1,26.1,5.6,6.8,6.5,NNW,39.0,NNE,WSW,11.0,13.0,91.0,85.0,1006.3,1002.1,7.0,7.0,20.0,22.6,Yes,Yes,3.8,1
1104,2012-01-09,Albury,12.7,24.6,3.8,8.2,11.1,W,43.0,WNW,W,20.0,28.0,56.0,33.0,1010.1,1009.4,2.0,7.0,16.5,23.3,Yes,No,0.0,1
1105,2012-01-10,Albury,10.8,24.8,0.0,8.6,9.9,NW,50.0,W,W,17.0,30.0,57.0,30.0,1011.2,1008.7,7.0,1.0,17.9,23.5,No,No,0.4,1
1106,2012-01-11,Albury,12.0,19.5,0.4,6.4,10.2,SW,69.0,W,WSW,22.0,39.0,85.0,34.0,1006.8,1008.6,8.0,3.0,13.5,18.9,No,Yes,1.2,1
1107,2012-01-12,Albury,6.2,25.0,1.2,6.4,4.6,S,39.0,ESE,N,4.0,9.0,52.0,34.0,1017.9,1015.6,1.0,2.0,14.8,22.3,Yes,No,0.0,1
1108,2012-01-13,Albury,9.9,28.3,0.0,4.8,5.1,WNW,31.0,SSE,WSW,7.0,19.0,62.0,31.0,1016.4,1013.3,1.0,6.0,16.6,26.5,No,No,0.0,1
1109,2012-01-14,Albury,13.3,29.4,0.0,5.6,3.3,SE,31.0,SSE,ESE,19.0,15.0,49.0,26.0,1015.2,1012.6,7.0,8.0,19.5,27.7,No,No,0.0,1
1110,2012-01-15,Albury,15.1,31.0,0.0,4.8,10.0,NNE,41.0,SE,SSE,15.0,9.0,52.0,37.0,1017.6,1014.5,8.0,2.0,20.7,29.7,No,No,0.0,1
1111,2012-01-16,Albury,16.5,31.6,0.0,6.6,13.6,ENE,39.0,ENE,NE,19.0,20.0,48.0,30.0,1020.9,1017.1,8.0,3.0,23.5,29.3,No,No,0.0,1
1112,2012-01-17,Albury,18.9,33.4,0.0,18.4,11.4,NNW,30.0,NE,ENE,17.0,11.0,41.0,30.0,1020.8,1016.6,8.0,1.0,24.3,31.6,No,No,0.0,1
1113,2012-01-18,Albury,16.1,30.7,0.0,15.8,10.6,SW,31.0,ESE,ESE,9.0,15.0,64.0,55.0,1016.6,1014.7,6.0,7.0,21.2,25.0,No,No,0.4,1
1114,2012-01-19,Albury,17.8,36.1,0.4,7.0,12.3,WSW,28.0,SE,NW,11.0,11.0,59.0,26.0,1015.7,1012.8,1.0,4.0,24.8,34.2,No,No,0.0,1
1115,2012-01-20,Albury,20.1,36.2,0.0,7.0,0.0,WSW,35.0,ESE,W,9.0,19.0,58.0,23.0,1014.2,1010.2,8.0,1.0,25.3,34.4,No,No,0.0,1
1116,2012-01-21,Albury,18.5,35.3,0.0,2.6,5.0,ENE,48.0,SE,S,11.0,11.0,56.0,28.0,1013.4,1010.7,8.0,2.0,24.9,33.5,No,No,0.0,1
1117,2012-01-22,Albury,20.9,33.0,0.0,4.4,13.1,NNE,33.0,SE,S,15.0,11.0,49.0,29.0,1019.9,1017.6,8.0,8.0,24.5,31.4,No,No,0.0,1
1118,2012-01-23,Albury,14.0,32.1,0.0,11.4,13.3,N,33.0,SE,SE,13.0,7.0,44.0,23.0,1020.9,1016.5,8.0,8.0,22.2,30.6,No,No,0.0,1
1119,2012-01-24,Albury,16.3,32.8,0.0,12.8,13.3,N,26.0,SSE,WSW,11.0,7.0,55.0,30.0,1017.4,1012.9,6.0,2.0,21.1,31.1,No,No,0.0,1
1120,2012-01-25,Albury,17.8,35.5,0.0,11.6,7.3,ENE,31.0,SSE,ESE,6.0,11.0,52.0,18.0,1013.2,1009.2,2.0,7.0,24.6,34.5,No,No,0.0,1
1121,2012-01-26,Albury,17.5,36.4,0.0,4.4,12.4,E,28.0,SE,WSW,9.0,7.0,38.0,24.0,1013.6,1010.0,6.0,8.0,24.4,34.9,No,No,0.0,1
1122,2012-01-27,Albury,19.9,35.4,0.0,8.0,13.0,NNE,39.0,SE,E,17.0,9.0,50.0,29.0,1015.6,1011.3,1.0,1.0,24.7,33.6,No,No,0.0,1
1123,2012-01-28,Albury,19.9,34.5,0.0,8.2,12.1,NE,31.0,SSE,S,6.0,6.0,56.0,29.0,1014.1,1008.7,8.0,3.0,24.9,32.4,No,No,0.0,1
1124,2012-01-29,Albury,20.0,36.0,0.0,9.4,9.2,ENE,43.0,NE,ENE,19.0,19.0,49.0,28.0,1008.7,1002.4,5.0,1.0,26.4,33.8,No,Yes,26.8,1
1125,2012-01-30,Albury,20.8,29.1,26.8,10.8,6.9,WNW,48.0,NNW,NNW,24.0,28.0,92.0,69.0,995.3,995.4,7.0,8.0,22.6,27.0,Yes,Yes,9.0,1
1126,2012-01-31,Albury,15.1,27.9,9.0,10.4,4.0,SE,43.0,WSW,W,17.0,19.0,61.0,33.0,1007.7,1008.2,1.0,1.0,19.1,26.2,Yes,No,0.0,1
1127,2012-02-01,Albury,14.9,28.5,0.0,5.8,13.2,SE,35.0,SE,S,19.0,11.0,52.0,38.0,1013.9,1010.3,1.0,7.0,18.8,26.7,No,No,0.0,2
1128,2012-02-02,Albury,15.2,29.4,0.0,9.0,11.4,NNE,52.0,SE,NNE,22.0,7.0,55.0,32.0,1011.2,1006.8,8.0,8.0,20.1,28.5,No,No,0.0,2
1129,2012-02-03,Albury,17.0,29.8,0.0,6.2,12.3,SSW,31.0,SSE,WSW,15.0,20.0,69.0,39.0,1006.9,1003.3,8.0,8.0,20.6,27.4,No,No,0.0,2
1130,2012-02-04,Albury,15.5,32.5,0.0,7.4,9.6,WNW,28.0,SSE,SW,6.0,15.0,63.0,32.0,1005.3,1002.0,6.0,1.0,21.2,30.7,No,No,0.0,2
1131,2012-02-05,Albury,16.0,33.5,0.0,13.2,3.9,NNW,87.0,SE,N,7.0,24.0,61.0,29.0,1000.9,995.7,7.0,1.0,22.2,32.9,No,Yes,1.4,2
1132,2012-02-06,Albury,11.1,25.6,1.4,10.6,11.8,W,31.0,W,WNW,17.0,15.0,58.0,29.0,1005.5,1004.6,1.0,8.0,16.9,23.2,Yes,No,0.0,2
1133,2012-02-07,Albury,10.9,28.1,0.0,6.0,3.8,W,35.0,SSE,SE,9.0,11.0,63.0,29.0,1008.5,1006.5,8.0,8.0,16.9,25.9,No,No,0.0,2
1134,2012-02-08,Albury,12.0,28.9,0.0,5.6,11.1,NNW,28.0,NE,N,9.0,15.0,61.0,25.0,1011.2,1009.3,8.0,8.0,17.8,26.6,No,No,0.0,2
1135,2012-02-09,Albury,14.8,24.6,0.0,6.4,11.3,ENE,26.0,S,ESE,6.0,11.0,61.0,57.0,1012.2,1010.0,4.0,2.0,19.6,22.8,No,Yes,3.6,2
1136,2012-02-10,Albury,13.8,27.4,3.6,2.6,7.0,W,43.0,ESE,WNW,9.0,30.0,78.0,43.0,1010.8,1008.1,6.0,8.0,18.7,22.9,Yes,No,0.0,2
1137,2012-02-11,Albury,11.5,27.8,0.0,4.4,6.0,S,35.0,SSE,WNW,9.0,11.0,69.0,42.0,1011.7,1009.2,7.0,8.0,16.6,25.1,No,Yes,3.2,2
1138,2012-02-12,Albury,12.0,29.4,3.2,3.2,10.0,W,35.0,E,ENE,7.0,7.0,68.0,36.0,1014.6,1012.2,3.0,8.0,18.0,27.2,Yes,No,0.0,2
1139,2012-02-13,Albury,13.5,29.7,0.0,7.8,9.0,SE,24.0,SE,S,11.0,11.0,61.0,30.0,1016.8,1014.5,5.0,5.0,19.6,28.1,No,No,0.0,2
1140,2012-02-14,Albury,14.7,31.4,0.0,4.8,6.0,NE,26.0,SSE,SE,15.0,11.0,60.0,34.0,1019.4,1016.4,4.0,3.0,21.1,30.0,No,No,0.0,2
1141,2012-02-15,Albury,15.0,31.9,0.0,8.8,8.7,ENE,28.0,SE,N,7.0,6.0,65.0,31.0,1019.4,1015.6,2.0,8.0,20.8,30.9,No,No,0.4,2
1142,2012-02-16,Albury,16.9,28.3,0.4,5.5,8.4,SE,30.0,ENE,SSE,7.0,13.0,83.0,63.0,1018.0,1017.2,8.0,8.0,18.4,23.6,No,No,0.0,2
1143,2012-02-17,Albury,17.6,31.3,0.0,3.8,5.0,NNW,31.0,SSW,SE,6.0,17.0,75.0,49.0,1015.7,1012.2,4.0,7.0,21.0,28.9,No,No,0.0,2
1144,2012-02-18,Albury,15.9,31.2,0.0,11.4,8.4,ESE,28.0,ENE,S,6.0,6.0,68.0,40.0,1016.2,1013.9,5.0,3.0,22.0,29.6,No,No,0.0,2
1145,2012-02-19,Albury,19.6,28.0,0.0,5.1,7.0,NE,26.0,ESE,SSE,11.0,15.0,62.0,54.0,1015.4,1013.3,2.0,7.0,23.3,26.5,No,No,0.0,2
1146,2012-02-20,Albury,16.1,21.4,0.0,3.8,1.5,SE,39.0,SSE,WSW,4.0,13.0,82.0,86.0,1013.2,1013.3,7.0,8.0,19.0,20.5,No,Yes,1.4,2
1147,2012-02-21,Albury,13.5,28.9,1.4,0.5,9.0,S,31.0,SE,NNW,11.0,7.0,72.0,36.0,1012.6,1010.6,5.0,8.0,19.3,27.7,Yes,No,0.0,2
1148,2012-02-22,Albury,14.5,30.5,0.0,9.4,6.8,NE,44.0,SSE,W,11.0,7.0,65.0,37.0,1015.0,1012.7,5.0,3.0,19.5,28.4,No,No,0.0,2
1149,2012-02-23,Albury,13.7,32.4,0.0,2.4,10.1,WNW,31.0,WSW,SW,0.0,17.0,73.0,29.0,1019.5,1017.6,3.0,1.0,18.4,30.5,No,No,0.0,2
1150,2012-02-24,Albury,14.2,34.5,0.0,8.3,12.0,SE,28.0,ESE,ENE,0.0,11.0,65.0,27.0,1022.2,1019.3,1.0,1.0,19.8,32.9,No,No,0.0,2
1151,2012-02-25,Albury,15.2,36.1,0.0,6.5,9.6,N,31.0,SSE,NNE,0.0,11.0,65.0,15.0,1021.4,1017.4,1.0,1.0,21.5,34.7,No,Yes,1.4,2
1152,2012-02-26,Albury,17.6,25.5,1.4,6.8,2.0,NE,37.0,SE,S,6.0,7.0,91.0,100.0,1018.3,1014.9,7.0,8.0,18.6,22.0,Yes,Yes,10.6,2
1153,2012-02-27,Albury,18.5,28.0,10.6,0.4,0.1,NNE,31.0,NNE,NE,13.0,11.0,88.0,67.0,1015.7,1013.2,8.0,8.0,21.9,26.9,Yes,Yes,38.4,2
1154,2012-02-28,Albury,18.8,26.6,38.4,1.4,0.0,NNE,48.0,NNE,SSW,4.0,2.0,100.0,64.0,1012.0,1010.3,8.0,8.0,19.5,26.1,Yes,No,0.6,2
1155,2012-02-29,Albury,19.5,24.8,0.6,1.8,0.0,SSE,24.0,SSE,SE,7.0,11.0,74.0,69.0,1013.0,1011.1,8.0,8.0,20.5,23.5,No,Yes,104.2,2
1156,2012-03-01,Albury,17.1,20.9,104.2,3.2,0.0,SE,57.0,N,SE,7.0,20.0,97.0,88.0,1002.0,1001.9,8.0,8.0,19.5,18.5,Yes,Yes,36.6,3
1157,2012-03-02,Albury,17.0,25.8,36.6,1.6,7.8,SE,48.0,SE,SE,13.0,24.0,60.0,46.0,1010.9,1011.3,8.0,7.0,19.1,25.2,Yes,No,0.0,3
1158,2012-03-03,Albury,18.8,19.6,0.0,1.0,0.0,NNE,52.0,SE,ESE,7.0,15.0,62.0,92.0,1014.2,1011.1,8.0,8.0,19.3,17.1,No,Yes,66.0,3
1159,2012-03-04,Albury,16.7,24.8,66.0,0.8,2.0,WSW,35.0,WNW,WNW,9.0,20.0,100.0,65.0,1009.3,1010.4,8.0,3.0,19.1,23.1,Yes,No,0.0,3
1160,2012-03-05,Albury,11.8,25.1,0.0,0.2,8.9,WNW,33.0,SSW,W,0.0,22.0,85.0,44.0,1015.7,1014.8,1.0,7.0,16.3,24.2,No,No,0.0,3
1161,2012-03-06,Albury,12.4,26.2,0.0,8.8,4.5,SE,43.0,S,ESE,0.0,9.0,79.0,50.0,1019.0,1017.3,7.0,4.0,16.7,24.8,No,No,0.0,3
1162,2012-03-07,Albury,15.8,23.2,0.0,0.4,1.7,SE,52.0,SE,SE,22.0,30.0,49.0,42.0,1023.2,1020.2,1.0,7.0,17.7,22.3,No,No,0.0,3
1163,2012-03-08,Albury,15.1,24.1,0.0,6.4,1.1,S,37.0,SW,SW,11.0,13.0,49.0,43.0,1015.8,1010.2,6.0,8.0,18.3,23.2,No,No,0.4,3
1164,2012-03-09,Albury,12.1,27.1,0.4,0.2,8.0,WSW,37.0,NW,WNW,0.0,24.0,76.0,46.0,1011.1,1009.6,8.0,4.0,16.7,26.1,No,No,0.0,3
1165,2012-03-10,Albury,10.8,25.9,0.0,4.4,10.5,W,28.0,SE,WNW,0.0,13.0,77.0,39.0,1014.3,1013.9,1.0,2.0,15.5,24.8,No,No,0.0,3
1166,2012-03-11,Albury,10.0,25.8,0.0,6.8,9.0,WNW,30.0,ENE,NW,7.0,11.0,87.0,41.0,1018.2,1015.9,6.0,2.0,14.9,24.8,No,No,0.0,3
1167,2012-03-12,Albury,13.1,27.8,0.0,3.4,4.0,NW,24.0,S,WNW,6.0,11.0,82.0,46.0,1018.7,1016.9,5.0,8.0,16.7,26.0,No,No,0.0,3
1168,2012-03-13,Albury,13.7,29.9,0.0,3.4,10.0,NW,31.0,ESE,NNE,7.0,19.0,77.0,45.0,1019.2,1016.1,3.0,8.0,18.4,28.0,No,No,0.0,3
1169,2012-03-14,Albury,15.5,29.3,0.0,4.8,9.6,NNW,31.0,ESE,SE,0.0,13.0,77.0,61.0,1018.0,1014.8,4.0,8.0,19.6,24.5,No,Yes,9.6,3
1170,2012-03-15,Albury,17.2,30.0,9.6,4.8,10.1,NNE,41.0,ESE,NNE,2.0,24.0,79.0,44.0,1014.4,1010.8,2.0,2.0,20.8,28.5,Yes,Yes,19.2,3
1171,2012-03-16,Albury,19.2,20.4,19.2,5.4,4.0,SW,46.0,NNW,WNW,9.0,17.0,93.0,93.0,1010.5,1012.3,8.0,8.0,19.8,16.9,Yes,Yes,17.4,3
1172,2012-03-17,Albury,12.6,24.4,17.4,2.8,7.2,WNW,30.0,SSW,W,6.0,11.0,98.0,50.0,1016.0,1014.9,2.0,2.0,14.5,23.8,Yes,No,0.0,3
1173,2012-03-18,Albury,10.4,25.5,0.0,4.6,8.8,SSE,28.0,S,ESE,9.0,6.0,68.0,46.0,1022.9,1020.9,2.0,1.0,15.9,23.6,No,No,0.0,3
1174,2012-03-19,Albury,11.6,26.3,0.0,7.4,4.5,NNE,30.0,SE,SSE,7.0,9.0,78.0,41.0,1024.3,1020.5,7.0,7.0,16.0,24.8,No,No,0.0,3
1175,2012-03-20,Albury,12.4,28.4,0.0,1.4,8.5,NE,30.0,ESE,NNE,7.0,15.0,74.0,47.0,1018.6,1013.1,5.0,2.0,17.6,26.9,No,No,0.0,3
1176,2012-03-21,Albury,16.5,27.7,0.0,3.8,9.5,WNW,50.0,ENE,WNW,11.0,28.0,66.0,61.0,1007.9,1004.2,4.0,8.0,20.9,25.4,No,No,0.0,3
1177,2012-03-22,Albury,8.2,22.1,0.0,6.8,3.0,WNW,28.0,S,W,4.0,7.0,72.0,46.0,1008.7,1006.1,1.0,7.0,12.6,21.5,No,No,0.0,3
1178,2012-03-23,Albury,11.0,18.3,0.0,2.2,8.7,W,54.0,NW,W,15.0,31.0,83.0,47.0,1006.9,1006.9,8.0,3.0,12.5,16.7,No,No,0.4,3
1179,2012-03-24,Albury,8.9,19.7,0.4,6.0,10.8,WSW,37.0,W,W,17.0,22.0,79.0,54.0,1015.0,1015.4,7.0,5.0,11.1,17.5,No,No,0.0,3
1180,2012-03-25,Albury,6.2,21.0,0.0,4.4,10.1,SSW,24.0,SSE,WNW,2.0,13.0,85.0,46.0,1022.4,1020.5,7.0,3.0,10.2,19.8,No,No,0.0,3
1181,2012-03-26,Albury,7.7,23.0,0.0,3.0,10.0,NNW,24.0,S,NW,4.0,17.0,90.0,45.0,1023.0,1020.6,2.0,1.0,11.1,22.3,No,No,0.0,3
1182,2012-03-27,Albury,10.6,22.0,0.0,3.4,2.3,S,13.0,SSE,N,4.0,6.0,86.0,57.0,1022.7,1020.6,7.0,8.0,13.5,21.1,No,No,0.0,3
1183,2012-03-28,Albury,13.5,23.4,0.0,1.4,1.3,N,26.0,E,ESE,6.0,13.0,86.0,75.0,1021.1,1018.1,7.0,8.0,16.5,21.9,No,Yes,1.4,3
1184,2012-03-29,Albury,9.4,25.4,1.4,2.2,8.4,ESE,20.0,SSE,ESE,6.0,7.0,87.0,43.0,1020.6,1017.4,8.0,7.0,13.0,24.3,Yes,No,0.0,3
1185,2012-03-30,Albury,11.0,26.5,0.0,3.8,10.7,E,22.0,E,NNE,6.0,9.0,81.0,44.0,1019.2,1016.0,0.0,1.0,15.1,25.5,No,No,0.0,3
1186,2012-03-31,Albury,10.2,27.6,0.0,2.2,10.0,NE,28.0,N,NE,0.0,17.0,82.0,40.0,1019.1,1015.6,3.0,6.0,15.5,26.7,No,No,0.0,3
1187,2012-04-01,Albury,12.6,26.3,0.0,4.2,4.6,WSW,28.0,WNW,WNW,0.0,15.0,74.0,47.0,1017.8,1015.1,6.0,8.0,19.2,25.2,No,No,0.0,4
1188,2012-04-02,Albury,11.1,25.9,0.0,3.5,7.0,NNE,24.0,SW,NNW,0.0,9.0,78.0,42.0,1017.6,1014.6,8.0,1.0,17.6,25.5,No,No,0.0,4
1189,2012-04-03,Albury,12.9,29.9,0.0,2.6,8.4,NNE,30.0,ESE,N,9.0,13.0,75.0,41.0,1015.6,1012.0,7.0,2.0,18.4,29.1,No,No,0.0,4
1190,2012-04-04,Albury,13.1,28.1,0.0,3.0,7.6,SE,17.0,ESE,SSE,4.0,4.0,78.0,52.0,1016.3,1013.9,2.0,1.0,19.4,27.2,No,No,0.0,4
1191,2012-04-05,Albury,12.7,28.5,0.0,4.0,4.3,ESE,19.0,E,SSW,2.0,7.0,78.0,51.0,1019.5,1016.4,8.0,1.0,19.6,27.8,No,No,0.0,4
1192,2012-04-06,Albury,14.5,28.6,0.0,1.8,9.3,WNW,57.0,ESE,NNE,7.0,17.0,81.0,51.0,1018.1,1013.2,3.0,5.0,20.1,28.0,No,No,0.0,4
1193,2012-04-07,Albury,10.1,20.4,0.0,2.6,9.6,W,43.0,SW,WNW,20.0,19.0,59.0,41.0,1020.8,1018.8,0.0,6.0,14.1,19.9,No,No,0.0,4
1194,2012-04-08,Albury,5.4,19.1,0.0,4.6,6.3,WSW,35.0,W,W,0.0,22.0,83.0,45.0,1019.7,1016.0,8.0,2.0,12.0,18.2,No,No,0.0,4
1195,2012-04-09,Albury,5.0,18.6,0.0,4.6,9.0,W,56.0,W,WSW,11.0,30.0,81.0,58.0,1019.2,1018.2,8.0,8.0,12.0,14.6,No,No,0.0,4
1196,2012-04-10,Albury,1.0,17.5,0.0,5.0,10.0,WSW,22.0,SSE,WNW,6.0,9.0,68.0,37.0,1030.2,1028.9,1.0,2.0,8.9,16.9,No,No,0.0,4
1197,2012-04-11,Albury,3.0,20.1,0.0,4.6,9.3,SSW,20.0,WSW,ENE,4.0,6.0,68.0,34.0,1034.1,1031.0,0.0,1.0,10.0,19.0,No,No,0.0,4
1198,2012-04-12,Albury,4.3,21.7,0.0,3.4,9.7,WNW,22.0,SSE,WSW,4.0,13.0,79.0,35.0,1035.1,1031.1,1.0,0.0,11.3,21.0,No,No,0.0,4
1199,2012-04-13,Albury,4.8,22.7,0.0,3.4,9.0,S,15.0,NNW,S,0.0,7.0,78.0,33.0,1033.0,1028.1,0.0,6.0,13.1,21.9,No,No,0.0,4
1200,2012-04-14,Albury,6.7,19.8,0.0,2.8,1.1,SE,15.0,SSW,SE,0.0,9.0,82.0,63.0,1028.0,1023.9,7.0,1.0,11.8,19.6,No,No,0.0,4
1201,2012-04-15,Albury,9.4,25.4,0.0,1.0,8.5,ENE,17.0,S,NNE,4.0,7.0,81.0,38.0,1026.4,1022.3,3.0,3.0,15.2,25.1,No,No,0.0,4
